id,values,provinsi,aspek,data_title
52006027841140,69.72,NUSA TENGGARA BARAT,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027851140,54.83,NUSA TENGGARA BARAT,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027861140,80.94,NUSA TENGGARA BARAT,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027871140,73.37,NUSA TENGGARA BARAT,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027881140,77.38,NUSA TENGGARA BARAT,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027891140,78.06,NUSA TENGGARA BARAT,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027901140,78.1,NUSA TENGGARA BARAT,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027911140,65.94,NUSA TENGGARA BARAT,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027921140,62.08,NUSA TENGGARA BARAT,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
52006027931140,62.23,NUSA TENGGARA BARAT,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027841140,64.44,NUSA TENGGARA TIMUR,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027851140,56.05,NUSA TENGGARA TIMUR,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027861140,78.31,NUSA TENGGARA TIMUR,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027871140,70.41,NUSA TENGGARA TIMUR,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027881140,75.18,NUSA TENGGARA TIMUR,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027891140,74.37,NUSA TENGGARA TIMUR,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027901140,77.17,NUSA TENGGARA TIMUR,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027911140,64.51,NUSA TENGGARA TIMUR,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027921140,58.22,NUSA TENGGARA TIMUR,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
53006027931140,57.27,NUSA TENGGARA TIMUR,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027841140,68.4,KALIMANTAN BARAT,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027851140,55.61,KALIMANTAN BARAT,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027861140,79.62,KALIMANTAN BARAT,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027871140,71.64,KALIMANTAN BARAT,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027881140,75.44,KALIMANTAN BARAT,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027891140,72.39,KALIMANTAN BARAT,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027901140,78.84,KALIMANTAN BARAT,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027911140,65.36,KALIMANTAN BARAT,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027921140,63.07,KALIMANTAN BARAT,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
61006027931140,64.98,KALIMANTAN BARAT,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027841140,70.92,KALIMANTAN TENGAH,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027851140,60.69,KALIMANTAN TENGAH,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027861140,82.36,KALIMANTAN TENGAH,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027871140,73.36,KALIMANTAN TENGAH,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027881140,76.42,KALIMANTAN TENGAH,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027891140,75.63,KALIMANTAN TENGAH,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027901140,79.85,KALIMANTAN TENGAH,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027911140,67.96,KALIMANTAN TENGAH,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027921140,65.54,KALIMANTAN TENGAH,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
62006027931140,66.17,KALIMANTAN TENGAH,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027841140,71.88,KALIMANTAN SELATAN,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027851140,60.69,KALIMANTAN SELATAN,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027861140,80.98,KALIMANTAN SELATAN,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027871140,73.25,KALIMANTAN SELATAN,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027881140,75.41,KALIMANTAN SELATAN,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027891140,74.29,KALIMANTAN SELATAN,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027901140,77.79,KALIMANTAN SELATAN,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027911140,67.67,KALIMANTAN SELATAN,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027921140,66.16,KALIMANTAN SELATAN,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
63006027931140,67.31,KALIMANTAN SELATAN,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027841140,72.14,KALIMANTAN TIMUR,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027851140,62.32,KALIMANTAN TIMUR,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027861140,81.04,KALIMANTAN TIMUR,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027871140,73.93,KALIMANTAN TIMUR,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027881140,75.09,KALIMANTAN TIMUR,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027891140,73.37,KALIMANTAN TIMUR,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027901140,77.87,KALIMANTAN TIMUR,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027911140,70.11,KALIMANTAN TIMUR,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027921140,68.2,KALIMANTAN TIMUR,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
64006027931140,71.69,KALIMANTAN TIMUR,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027841140,70.74,SULAWESI UTARA,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027851140,63.33,SULAWESI UTARA,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027861140,80.28,SULAWESI UTARA,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027871140,72.51,SULAWESI UTARA,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027881140,76.07,SULAWESI UTARA,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027891140,76.11,SULAWESI UTARA,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027901140,76.93,SULAWESI UTARA,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027911140,70.71,SULAWESI UTARA,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027921140,66.2,SULAWESI UTARA,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
71006027931140,68.12,SULAWESI UTARA,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027841140,67.91,SULAWESI TENGAH,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027851140,58.44,SULAWESI TENGAH,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027861140,81.57,SULAWESI TENGAH,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027871140,72.7,SULAWESI TENGAH,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027881140,77.59,SULAWESI TENGAH,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027891140,73.86,SULAWESI TENGAH,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027901140,77.35,SULAWESI TENGAH,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027911140,66.38,SULAWESI TENGAH,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027921140,61.41,SULAWESI TENGAH,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
72006027931140,62.68,SULAWESI TENGAH,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027841140,70.51,SULAWESI SELATAN,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027851140,56.28,SULAWESI SELATAN,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027861140,81.75,SULAWESI SELATAN,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027871140,74.93,SULAWESI SELATAN,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027881140,76.05,SULAWESI SELATAN,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027891140,77.31,SULAWESI SELATAN,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027901140,79.82,SULAWESI SELATAN,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027911140,68.3,SULAWESI SELATAN,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027921140,64.21,SULAWESI SELATAN,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
73006027931140,65.45,SULAWESI SELATAN,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027841140,68.26,SULAWESI TENGGARA,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027851140,54.43,SULAWESI TENGGARA,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027861140,81.34,SULAWESI TENGGARA,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027871140,73.27,SULAWESI TENGGARA,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027881140,77.13,SULAWESI TENGGARA,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027891140,75.79,SULAWESI TENGGARA,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027901140,79.21,SULAWESI TENGGARA,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027911140,67.04,SULAWESI TENGGARA,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027921140,63.42,SULAWESI TENGGARA,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
74006027931140,61.25,SULAWESI TENGGARA,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027841140,65.75,GORONTALO,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027851140,60.38,GORONTALO,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027861140,82.37,GORONTALO,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027871140,73.15,GORONTALO,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027881140,78.11,GORONTALO,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027891140,71.83,GORONTALO,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027901140,77.82,GORONTALO,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027911140,69.16,GORONTALO,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027921140,62.89,GORONTALO,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
75006027931140,63.2,GORONTALO,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027841140,67.84,SULAWESI BARAT,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027851140,52.75,SULAWESI BARAT,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027861140,80.3,SULAWESI BARAT,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027871140,72.36,SULAWESI BARAT,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027881140,76.78,SULAWESI BARAT,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027891140,75.16,SULAWESI BARAT,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027901140,79.32,SULAWESI BARAT,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027911140,66.41,SULAWESI BARAT,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027921140,60.94,SULAWESI BARAT,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
76006027931140,57.7,SULAWESI BARAT,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027841140,73.67,MALUKU,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027851140,65.3,MALUKU,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027861140,82.97,MALUKU,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027871140,73.46,MALUKU,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027881140,78.13,MALUKU,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027891140,79.21,MALUKU,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027901140,81.75,MALUKU,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027911140,73.42,MALUKU,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027921140,68.35,MALUKU,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
81006027931140,69.56,MALUKU,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027841140,70.95,MALUKU UTARA,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027851140,62.18,MALUKU UTARA,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027861140,80.42,MALUKU UTARA,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027871140,75.38,MALUKU UTARA,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027881140,76.59,MALUKU UTARA,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027891140,74.86,MALUKU UTARA,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027901140,76.35,MALUKU UTARA,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027911140,69.97,MALUKU UTARA,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027921140,68.2,MALUKU UTARA,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
82006027931140,67.44,MALUKU UTARA,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027841140,72.26,PAPUA BARAT,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027851140,61.39,PAPUA BARAT,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027861140,80.24,PAPUA BARAT,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027871140,72.24,PAPUA BARAT,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027881140,75.92,PAPUA BARAT,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027891140,75.65,PAPUA BARAT,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027901140,76.85,PAPUA BARAT,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027911140,69.96,PAPUA BARAT,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027921140,66.9,PAPUA BARAT,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
91006027931140,65.65,PAPUA BARAT,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027841140,67.06,PAPUA,Kesehatan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027851140,50.91,PAPUA,Pendidikan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027861140,71.48,PAPUA,Keharmonisan Keluarga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027871140,67.37,PAPUA,Ketersediaan Waktu Luang,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027881140,68.91,PAPUA,Hubungan Sosial,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027891140,69.75,PAPUA,Keadaan  Lingkungan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027901140,69.48,PAPUA,Kondisi Keamanan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027911140,61.66,PAPUA,Pekerjaan,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027921140,60.48,PAPUA,Pendapatan Rumah Tangga,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
94006027931140,56.01,PAPUA,Kondisi Rumah dan Aset,Tingkat Kepuasaan Hidup Terhadap Sepuluh Aspek Kehidupan Menurut Provinsi
