id,values,dimensi,tahun,jenis_kelamin,data_title
720059801200,75.85,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801090,61.48,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801100,56.67,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801110,65.31,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801120,68.55,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801130,65.2,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801140,75.3,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801150,67.9,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801160,68.53,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801170,70.79,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801180,70.88,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801190,70.58,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
730059801200,67.61,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801090,64.29,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801100,54.79,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801110,57.56,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801120,57.26,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801130,52.61,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801140,70.13,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801150,69.44,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801160,71.13,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801170,68.51,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801180,74.32,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801190,65.21,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
740059801200,67.73,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801090,73.5,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801100,64.97,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801110,62.77,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801120,59.37,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801130,67.21,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801140,73.82,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801150,76.77,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801160,77.48,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801170,73.92,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801180,72.59,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801190,76.29,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
750059801200,83.21,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801090,67.99,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801100,68.82,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801110,66.36,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801120,63.65,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801130,64.02,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801140,76.69,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801150,68.25,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801160,72.37,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801170,67.74,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801180,71.46,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801190,77.42,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
760059801200,73.09,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801090,69.07,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801100,69.51,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801110,68.38,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801120,59.68,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801130,66.23,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801140,72.72,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801150,65.9,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801160,78.2,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801170,77.45,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801180,75.51,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801190,68.22,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
810059801200,73.22,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801090,67.21,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801100,59.92,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801110,59.17,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801120,66.83,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801130,64.06,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801140,67.9,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801150,61.52,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801160,73.27,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801170,70.73,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801180,72.1,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801190,69.89,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
820059801200,71.68,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801090,63.06,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801100,67.75,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801110,61.78,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801120,65.7,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801130,60.7,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801140,65.65,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801150,59.97,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801160,60.35,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801170,62.76,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801180,58.29,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801190,57.62,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
910059801200,61.76,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801090,63.8,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801100,60.26,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801110,59.05,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801120,60.71,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801130,60.92,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801140,62.15,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801150,57.55,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801160,61.02,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801170,61.34,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801180,62.2,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801190,65.25,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
940059801200,64.54,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
