id,values,area,age_breakdown,year,data_title
16001022321050,4.37,SUMATERA SELATAN,15+,2005,Persentase Penduduk Buta Huruf
16001022321060,3.41,SUMATERA SELATAN,15+,2006,Persentase Penduduk Buta Huruf
16001022321070,3.34,SUMATERA SELATAN,15+,2007,Persentase Penduduk Buta Huruf
16001022321080,2.95,SUMATERA SELATAN,15+,2008,Persentase Penduduk Buta Huruf
16001022321090,2.79,SUMATERA SELATAN,15+,2009,Persentase Penduduk Buta Huruf
16001022321100,2.64,SUMATERA SELATAN,15+,2010,Persentase Penduduk Buta Huruf
16001022321110,3.48,SUMATERA SELATAN,15+,2011,Persentase Penduduk Buta Huruf
16001022321120,3.2,SUMATERA SELATAN,15+,2012,Persentase Penduduk Buta Huruf
16001022321130,2.76,SUMATERA SELATAN,15+,2013,Persentase Penduduk Buta Huruf
16001022321140,1.86,SUMATERA SELATAN,15+,2014,Persentase Penduduk Buta Huruf
16001022321150,1.78,SUMATERA SELATAN,15+,2015,Persentase Penduduk Buta Huruf
16001022321160,1.54,SUMATERA SELATAN,15+,2016,Persentase Penduduk Buta Huruf
16001022321170,1.46,SUMATERA SELATAN,15+,2017,Persentase Penduduk Buta Huruf
16001022321180,1.34,SUMATERA SELATAN,15+,2018,Persentase Penduduk Buta Huruf
16001022321190,1.24,SUMATERA SELATAN,15+,2019,Persentase Penduduk Buta Huruf
16001022321200,1.25,SUMATERA SELATAN,15+,2020,Persentase Penduduk Buta Huruf
16001022321210,1.22,SUMATERA SELATAN,15+,2021,Persentase Penduduk Buta Huruf
16001022331030,1.86,SUMATERA SELATAN,15-44,2003,Persentase Penduduk Buta Huruf
16001022331040,1.66,SUMATERA SELATAN,15-44,2004,Persentase Penduduk Buta Huruf
16001022331050,1.79,SUMATERA SELATAN,15-44,2005,Persentase Penduduk Buta Huruf
16001022331060,1.11,SUMATERA SELATAN,15-44,2006,Persentase Penduduk Buta Huruf
16001022331070,1.4,SUMATERA SELATAN,15-44,2007,Persentase Penduduk Buta Huruf
16001022331080,0.86,SUMATERA SELATAN,15-44,2008,Persentase Penduduk Buta Huruf
16001022331090,0.51,SUMATERA SELATAN,15-44,2009,Persentase Penduduk Buta Huruf
16001022331100,0.37,SUMATERA SELATAN,15-44,2010,Persentase Penduduk Buta Huruf
16001022331110,1.17,SUMATERA SELATAN,15-44,2011,Persentase Penduduk Buta Huruf
16001022331120,0.91,SUMATERA SELATAN,15-44,2012,Persentase Penduduk Buta Huruf
16001022331130,0.72,SUMATERA SELATAN,15-44,2013,Persentase Penduduk Buta Huruf
16001022331140,0.52,SUMATERA SELATAN,15-44,2014,Persentase Penduduk Buta Huruf
16001022331150,0.48,SUMATERA SELATAN,15-44,2015,Persentase Penduduk Buta Huruf
16001022331160,0.35,SUMATERA SELATAN,15-44,2016,Persentase Penduduk Buta Huruf
16001022331170,0.25,SUMATERA SELATAN,15-44,2017,Persentase Penduduk Buta Huruf
16001022331180,0.22,SUMATERA SELATAN,15-44,2018,Persentase Penduduk Buta Huruf
16001022331190,0.2,SUMATERA SELATAN,15-44,2019,Persentase Penduduk Buta Huruf
16001022331200,0.23,SUMATERA SELATAN,15-44,2020,Persentase Penduduk Buta Huruf
16001022331210,0.2,SUMATERA SELATAN,15-44,2021,Persentase Penduduk Buta Huruf
16001022341030,13.18,SUMATERA SELATAN,45+,2003,Persentase Penduduk Buta Huruf
16001022341040,11.99,SUMATERA SELATAN,45+,2004,Persentase Penduduk Buta Huruf
16001022341050,11.45,SUMATERA SELATAN,45+,2005,Persentase Penduduk Buta Huruf
16001022341060,9.29,SUMATERA SELATAN,45+,2006,Persentase Penduduk Buta Huruf
16001022341070,8.05,SUMATERA SELATAN,45+,2007,Persentase Penduduk Buta Huruf
16001022341080,8.0,SUMATERA SELATAN,45+,2008,Persentase Penduduk Buta Huruf
16001022341090,8.27,SUMATERA SELATAN,45+,2009,Persentase Penduduk Buta Huruf
16001022341100,8.1,SUMATERA SELATAN,45+,2010,Persentase Penduduk Buta Huruf
16001022341110,8.96,SUMATERA SELATAN,45+,2011,Persentase Penduduk Buta Huruf
16001022341120,8.63,SUMATERA SELATAN,45+,2012,Persentase Penduduk Buta Huruf
16001022341130,7.68,SUMATERA SELATAN,45+,2013,Persentase Penduduk Buta Huruf
16001022341140,5.06,SUMATERA SELATAN,45+,2014,Persentase Penduduk Buta Huruf
16001022341150,4.73,SUMATERA SELATAN,45+,2015,Persentase Penduduk Buta Huruf
16001022341160,4.18,SUMATERA SELATAN,45+,2016,Persentase Penduduk Buta Huruf
16001022341170,4.04,SUMATERA SELATAN,45+,2017,Persentase Penduduk Buta Huruf
16001022341180,3.65,SUMATERA SELATAN,45+,2018,Persentase Penduduk Buta Huruf
16001022341190,3.31,SUMATERA SELATAN,45+,2019,Persentase Penduduk Buta Huruf
16001022341200,3.25,SUMATERA SELATAN,45+,2020,Persentase Penduduk Buta Huruf
16001022341210,3.15,SUMATERA SELATAN,45+,2021,Persentase Penduduk Buta Huruf
17001022321030,6.41,BENGKULU,15+,2003,Persentase Penduduk Buta Huruf
17001022321040,5.79,BENGKULU,15+,2004,Persentase Penduduk Buta Huruf
17001022321050,6.53,BENGKULU,15+,2005,Persentase Penduduk Buta Huruf
17001022321060,6.31,BENGKULU,15+,2006,Persentase Penduduk Buta Huruf
17001022321070,6.09,BENGKULU,15+,2007,Persentase Penduduk Buta Huruf
17001022321080,5.4,BENGKULU,15+,2008,Persentase Penduduk Buta Huruf
17001022321090,5.1,BENGKULU,15+,2009,Persentase Penduduk Buta Huruf
17001022321100,4.7,BENGKULU,15+,2010,Persentase Penduduk Buta Huruf
17001022321110,4.98,BENGKULU,15+,2011,Persentase Penduduk Buta Huruf
17001022321120,4.44,BENGKULU,15+,2012,Persentase Penduduk Buta Huruf
17001022321130,3.52,BENGKULU,15+,2013,Persentase Penduduk Buta Huruf
17001022321140,2.48,BENGKULU,15+,2014,Persentase Penduduk Buta Huruf
17001022321150,2.37,BENGKULU,15+,2015,Persentase Penduduk Buta Huruf
17001022321160,2.25,BENGKULU,15+,2016,Persentase Penduduk Buta Huruf
17001022321170,2.1,BENGKULU,15+,2017,Persentase Penduduk Buta Huruf
17001022321180,2.09,BENGKULU,15+,2018,Persentase Penduduk Buta Huruf
17001022321190,1.99,BENGKULU,15+,2019,Persentase Penduduk Buta Huruf
17001022321200,1.99,BENGKULU,15+,2020,Persentase Penduduk Buta Huruf
17001022321210,2.12,BENGKULU,15+,2021,Persentase Penduduk Buta Huruf
17001022331030,2.64,BENGKULU,15-44,2003,Persentase Penduduk Buta Huruf
17001022331040,1.96,BENGKULU,15-44,2004,Persentase Penduduk Buta Huruf
17001022331050,2.44,BENGKULU,15-44,2005,Persentase Penduduk Buta Huruf
17001022331060,2.42,BENGKULU,15-44,2006,Persentase Penduduk Buta Huruf
17001022331070,2.36,BENGKULU,15-44,2007,Persentase Penduduk Buta Huruf
17001022331080,1.2,BENGKULU,15-44,2008,Persentase Penduduk Buta Huruf
17001022331090,1.03,BENGKULU,15-44,2009,Persentase Penduduk Buta Huruf
17001022331100,0.82,BENGKULU,15-44,2010,Persentase Penduduk Buta Huruf
17001022331110,1.31,BENGKULU,15-44,2011,Persentase Penduduk Buta Huruf
17001022331120,1.09,BENGKULU,15-44,2012,Persentase Penduduk Buta Huruf
17001022331130,0.68,BENGKULU,15-44,2013,Persentase Penduduk Buta Huruf
17001022331140,0.54,BENGKULU,15-44,2014,Persentase Penduduk Buta Huruf
17001022331150,0.48,BENGKULU,15-44,2015,Persentase Penduduk Buta Huruf
17001022331160,0.36,BENGKULU,15-44,2016,Persentase Penduduk Buta Huruf
17001022331170,0.27,BENGKULU,15-44,2017,Persentase Penduduk Buta Huruf
17001022331180,0.18,BENGKULU,15-44,2018,Persentase Penduduk Buta Huruf
17001022331190,0.17,BENGKULU,15-44,2019,Persentase Penduduk Buta Huruf
17001022331200,0.19,BENGKULU,15-44,2020,Persentase Penduduk Buta Huruf
17001022331210,0.16,BENGKULU,15-44,2021,Persentase Penduduk Buta Huruf
17001022341030,17.59,BENGKULU,45+,2003,Persentase Penduduk Buta Huruf
17001022341040,18.48,BENGKULU,45+,2004,Persentase Penduduk Buta Huruf
17001022341050,18.62,BENGKULU,45+,2005,Persentase Penduduk Buta Huruf
17001022341060,17.08,BENGKULU,45+,2006,Persentase Penduduk Buta Huruf
17001022341070,15.76,BENGKULU,45+,2007,Persentase Penduduk Buta Huruf
17001022341080,16.15,BENGKULU,45+,2008,Persentase Penduduk Buta Huruf
17001022341090,14.95,BENGKULU,45+,2009,Persentase Penduduk Buta Huruf
17001022341100,14.27,BENGKULU,45+,2010,Persentase Penduduk Buta Huruf
17001022341110,13.77,BENGKULU,45+,2011,Persentase Penduduk Buta Huruf
17001022341120,12.66,BENGKULU,45+,2012,Persentase Penduduk Buta Huruf
17001022341130,10.42,BENGKULU,45+,2013,Persentase Penduduk Buta Huruf
17001022341140,7.2,BENGKULU,45+,2014,Persentase Penduduk Buta Huruf
17001022341150,6.77,BENGKULU,45+,2015,Persentase Penduduk Buta Huruf
17001022341160,6.55,BENGKULU,45+,2016,Persentase Penduduk Buta Huruf
17001022341170,6.19,BENGKULU,45+,2017,Persentase Penduduk Buta Huruf
17001022341180,6.02,BENGKULU,45+,2018,Persentase Penduduk Buta Huruf
17001022341190,5.76,BENGKULU,45+,2019,Persentase Penduduk Buta Huruf
17001022341200,5.64,BENGKULU,45+,2020,Persentase Penduduk Buta Huruf
17001022341210,5.63,BENGKULU,45+,2021,Persentase Penduduk Buta Huruf
18001022321030,8.35,LAMPUNG,15+,2003,Persentase Penduduk Buta Huruf
18001022321040,6.92,LAMPUNG,15+,2004,Persentase Penduduk Buta Huruf
18001022321050,7.15,LAMPUNG,15+,2005,Persentase Penduduk Buta Huruf
18001022321060,7.16,LAMPUNG,15+,2006,Persentase Penduduk Buta Huruf
18001022321070,6.87,LAMPUNG,15+,2007,Persentase Penduduk Buta Huruf
18001022321080,6.37,LAMPUNG,15+,2008,Persentase Penduduk Buta Huruf
18001022321090,5.63,LAMPUNG,15+,2009,Persentase Penduduk Buta Huruf
18001022321100,5.36,LAMPUNG,15+,2010,Persentase Penduduk Buta Huruf
18001022321110,5.2,LAMPUNG,15+,2011,Persentase Penduduk Buta Huruf
18001022321120,5.11,LAMPUNG,15+,2012,Persentase Penduduk Buta Huruf
18001022321130,4.19,LAMPUNG,15+,2013,Persentase Penduduk Buta Huruf
18001022321140,3.46,LAMPUNG,15+,2014,Persentase Penduduk Buta Huruf
18001022321150,3.33,LAMPUNG,15+,2015,Persentase Penduduk Buta Huruf
18001022321160,3.22,LAMPUNG,15+,2016,Persentase Penduduk Buta Huruf
18001022321170,3.11,LAMPUNG,15+,2017,Persentase Penduduk Buta Huruf
18001022321180,3.07,LAMPUNG,15+,2018,Persentase Penduduk Buta Huruf
18001022321190,2.89,LAMPUNG,15+,2019,Persentase Penduduk Buta Huruf
18001022321200,2.76,LAMPUNG,15+,2020,Persentase Penduduk Buta Huruf
18001022321210,2.72,LAMPUNG,15+,2021,Persentase Penduduk Buta Huruf
18001022331030,2.76,LAMPUNG,15-44,2003,Persentase Penduduk Buta Huruf
18001022331040,1.89,LAMPUNG,15-44,2004,Persentase Penduduk Buta Huruf
18001022331050,2.13,LAMPUNG,15-44,2005,Persentase Penduduk Buta Huruf
18001022331060,2.12,LAMPUNG,15-44,2006,Persentase Penduduk Buta Huruf
18001022331070,2.33,LAMPUNG,15-44,2007,Persentase Penduduk Buta Huruf
18001022331080,0.97,LAMPUNG,15-44,2008,Persentase Penduduk Buta Huruf
18001022331090,0.68,LAMPUNG,15-44,2009,Persentase Penduduk Buta Huruf
18001022331100,0.63,LAMPUNG,15-44,2010,Persentase Penduduk Buta Huruf
18001022331110,1.12,LAMPUNG,15-44,2011,Persentase Penduduk Buta Huruf
18001022331120,1.01,LAMPUNG,15-44,2012,Persentase Penduduk Buta Huruf
18001022331130,0.7,LAMPUNG,15-44,2013,Persentase Penduduk Buta Huruf
18001022331140,0.42,LAMPUNG,15-44,2014,Persentase Penduduk Buta Huruf
18001022331150,0.34,LAMPUNG,15-44,2015,Persentase Penduduk Buta Huruf
18001022331160,0.21,LAMPUNG,15-44,2016,Persentase Penduduk Buta Huruf
18001022331170,0.16,LAMPUNG,15-44,2017,Persentase Penduduk Buta Huruf
18001022331180,0.14,LAMPUNG,15-44,2018,Persentase Penduduk Buta Huruf
18001022331190,0.12,LAMPUNG,15-44,2019,Persentase Penduduk Buta Huruf
18001022331200,0.12,LAMPUNG,15-44,2020,Persentase Penduduk Buta Huruf
18001022331210,0.11,LAMPUNG,15-44,2021,Persentase Penduduk Buta Huruf
18001022341030,22.95,LAMPUNG,45+,2003,Persentase Penduduk Buta Huruf
18001022341040,20.2,LAMPUNG,45+,2004,Persentase Penduduk Buta Huruf
18001022341050,19.29,LAMPUNG,45+,2005,Persentase Penduduk Buta Huruf
18001022341060,19.64,LAMPUNG,45+,2006,Persentase Penduduk Buta Huruf
18001022341070,17.15,LAMPUNG,45+,2007,Persentase Penduduk Buta Huruf
18001022341080,18.08,LAMPUNG,45+,2008,Persentase Penduduk Buta Huruf
18001022341090,16.13,LAMPUNG,45+,2009,Persentase Penduduk Buta Huruf
18001022341100,15.53,LAMPUNG,45+,2010,Persentase Penduduk Buta Huruf
18001022341110,13.87,LAMPUNG,45+,2011,Persentase Penduduk Buta Huruf
18001022341120,13.82,LAMPUNG,45+,2012,Persentase Penduduk Buta Huruf
18001022341130,11.77,LAMPUNG,45+,2013,Persentase Penduduk Buta Huruf
18001022341140,9.91,LAMPUNG,45+,2014,Persentase Penduduk Buta Huruf
18001022341150,9.52,LAMPUNG,45+,2015,Persentase Penduduk Buta Huruf
18001022341160,9.23,LAMPUNG,45+,2016,Persentase Penduduk Buta Huruf
18001022341170,8.81,LAMPUNG,45+,2017,Persentase Penduduk Buta Huruf
18001022341180,8.47,LAMPUNG,45+,2018,Persentase Penduduk Buta Huruf
18001022341190,7.87,LAMPUNG,45+,2019,Persentase Penduduk Buta Huruf
18001022341200,7.43,LAMPUNG,45+,2020,Persentase Penduduk Buta Huruf
18001022341210,7.09,LAMPUNG,45+,2021,Persentase Penduduk Buta Huruf
19001022321030,8.52,KEP. BANGKA BELITUNG,15+,2003,Persentase Penduduk Buta Huruf
19001022321040,6.49,KEP. BANGKA BELITUNG,15+,2004,Persentase Penduduk Buta Huruf
19001022321050,4.56,KEP. BANGKA BELITUNG,15+,2005,Persentase Penduduk Buta Huruf
19001022321060,5.14,KEP. BANGKA BELITUNG,15+,2006,Persentase Penduduk Buta Huruf
19001022321070,5.13,KEP. BANGKA BELITUNG,15+,2007,Persentase Penduduk Buta Huruf
19001022321080,4.66,KEP. BANGKA BELITUNG,15+,2008,Persentase Penduduk Buta Huruf
19001022321090,4.59,KEP. BANGKA BELITUNG,15+,2009,Persentase Penduduk Buta Huruf
19001022321100,4.54,KEP. BANGKA BELITUNG,15+,2010,Persentase Penduduk Buta Huruf
19001022321110,4.54,KEP. BANGKA BELITUNG,15+,2011,Persentase Penduduk Buta Huruf
19001022321120,4.3,KEP. BANGKA BELITUNG,15+,2012,Persentase Penduduk Buta Huruf
19001022321130,3.59,KEP. BANGKA BELITUNG,15+,2013,Persentase Penduduk Buta Huruf
19001022321140,2.4,KEP. BANGKA BELITUNG,15+,2014,Persentase Penduduk Buta Huruf
19001022321150,2.37,KEP. BANGKA BELITUNG,15+,2015,Persentase Penduduk Buta Huruf
19001022321160,2.34,KEP. BANGKA BELITUNG,15+,2016,Persentase Penduduk Buta Huruf
19001022321170,2.21,KEP. BANGKA BELITUNG,15+,2017,Persentase Penduduk Buta Huruf
19001022321180,2.24,KEP. BANGKA BELITUNG,15+,2018,Persentase Penduduk Buta Huruf
19001022321190,1.91,KEP. BANGKA BELITUNG,15+,2019,Persentase Penduduk Buta Huruf
19001022321200,1.92,KEP. BANGKA BELITUNG,15+,2020,Persentase Penduduk Buta Huruf
19001022321210,1.9,KEP. BANGKA BELITUNG,15+,2021,Persentase Penduduk Buta Huruf
19001022331030,4.8,KEP. BANGKA BELITUNG,15-44,2003,Persentase Penduduk Buta Huruf
19001022331040,2.97,KEP. BANGKA BELITUNG,15-44,2004,Persentase Penduduk Buta Huruf
19001022331050,2.31,KEP. BANGKA BELITUNG,15-44,2005,Persentase Penduduk Buta Huruf
19001022331060,2.09,KEP. BANGKA BELITUNG,15-44,2006,Persentase Penduduk Buta Huruf
19001022331070,2.59,KEP. BANGKA BELITUNG,15-44,2007,Persentase Penduduk Buta Huruf
19001022331080,1.61,KEP. BANGKA BELITUNG,15-44,2008,Persentase Penduduk Buta Huruf
19001022331090,0.86,KEP. BANGKA BELITUNG,15-44,2009,Persentase Penduduk Buta Huruf
19001022331100,0.65,KEP. BANGKA BELITUNG,15-44,2010,Persentase Penduduk Buta Huruf
19001022331110,2.13,KEP. BANGKA BELITUNG,15-44,2011,Persentase Penduduk Buta Huruf
19001022331120,1.59,KEP. BANGKA BELITUNG,15-44,2012,Persentase Penduduk Buta Huruf
19001022331130,1.24,KEP. BANGKA BELITUNG,15-44,2013,Persentase Penduduk Buta Huruf
19001022331140,0.91,KEP. BANGKA BELITUNG,15-44,2014,Persentase Penduduk Buta Huruf
19001022331150,0.87,KEP. BANGKA BELITUNG,15-44,2015,Persentase Penduduk Buta Huruf
19001022331160,0.81,KEP. BANGKA BELITUNG,15-44,2016,Persentase Penduduk Buta Huruf
19001022331170,0.7,KEP. BANGKA BELITUNG,15-44,2017,Persentase Penduduk Buta Huruf
19001022331180,0.84,KEP. BANGKA BELITUNG,15-44,2018,Persentase Penduduk Buta Huruf
19001022331190,0.6,KEP. BANGKA BELITUNG,15-44,2019,Persentase Penduduk Buta Huruf
19001022331200,0.68,KEP. BANGKA BELITUNG,15-44,2020,Persentase Penduduk Buta Huruf
19001022331210,0.64,KEP. BANGKA BELITUNG,15-44,2021,Persentase Penduduk Buta Huruf
19001022341030,18.48,KEP. BANGKA BELITUNG,45+,2003,Persentase Penduduk Buta Huruf
19001022341040,15.96,KEP. BANGKA BELITUNG,45+,2004,Persentase Penduduk Buta Huruf
19001022341050,10.77,KEP. BANGKA BELITUNG,45+,2005,Persentase Penduduk Buta Huruf
19001022341060,12.99,KEP. BANGKA BELITUNG,45+,2006,Persentase Penduduk Buta Huruf
19001022341070,11.46,KEP. BANGKA BELITUNG,45+,2007,Persentase Penduduk Buta Huruf
19001022341080,12.0,KEP. BANGKA BELITUNG,45+,2008,Persentase Penduduk Buta Huruf
19001022341090,13.25,KEP. BANGKA BELITUNG,45+,2009,Persentase Penduduk Buta Huruf
19001022341100,14.03,KEP. BANGKA BELITUNG,45+,2010,Persentase Penduduk Buta Huruf
19001022341110,10.43,KEP. BANGKA BELITUNG,45+,2011,Persentase Penduduk Buta Huruf
19001022341120,10.74,KEP. BANGKA BELITUNG,45+,2012,Persentase Penduduk Buta Huruf
19001022341130,9.26,KEP. BANGKA BELITUNG,45+,2013,Persentase Penduduk Buta Huruf
19001022341140,5.94,KEP. BANGKA BELITUNG,45+,2014,Persentase Penduduk Buta Huruf
19001022341150,5.86,KEP. BANGKA BELITUNG,45+,2015,Persentase Penduduk Buta Huruf
19001022341160,5.67,KEP. BANGKA BELITUNG,45+,2016,Persentase Penduduk Buta Huruf
19001022341170,5.53,KEP. BANGKA BELITUNG,45+,2017,Persentase Penduduk Buta Huruf
19001022341180,5.22,KEP. BANGKA BELITUNG,45+,2018,Persentase Penduduk Buta Huruf
19001022341190,4.63,KEP. BANGKA BELITUNG,45+,2019,Persentase Penduduk Buta Huruf
19001022341200,4.43,KEP. BANGKA BELITUNG,45+,2020,Persentase Penduduk Buta Huruf
19001022341210,4.19,KEP. BANGKA BELITUNG,45+,2021,Persentase Penduduk Buta Huruf
21001022321050,4.03,KEP. RIAU,15+,2005,Persentase Penduduk Buta Huruf
21001022321060,4.71,KEP. RIAU,15+,2006,Persentase Penduduk Buta Huruf
21001022321070,4.33,KEP. RIAU,15+,2007,Persentase Penduduk Buta Huruf
21001022321080,4.19,KEP. RIAU,15+,2008,Persentase Penduduk Buta Huruf
21001022321090,3.92,KEP. RIAU,15+,2009,Persentase Penduduk Buta Huruf
21001022321100,2.81,KEP. RIAU,15+,2010,Persentase Penduduk Buta Huruf
21001022321110,2.69,KEP. RIAU,15+,2011,Persentase Penduduk Buta Huruf
21001022321120,2.4,KEP. RIAU,15+,2012,Persentase Penduduk Buta Huruf
21001022321130,2.09,KEP. RIAU,15+,2013,Persentase Penduduk Buta Huruf
21001022321140,1.29,KEP. RIAU,15+,2014,Persentase Penduduk Buta Huruf
21001022321150,1.21,KEP. RIAU,15+,2015,Persentase Penduduk Buta Huruf
21001022321160,1.16,KEP. RIAU,15+,2016,Persentase Penduduk Buta Huruf
21001022321170,1.17,KEP. RIAU,15+,2017,Persentase Penduduk Buta Huruf
21001022321180,1.13,KEP. RIAU,15+,2018,Persentase Penduduk Buta Huruf
21001022321190,1.0,KEP. RIAU,15+,2019,Persentase Penduduk Buta Huruf
21001022321200,1.0,KEP. RIAU,15+,2020,Persentase Penduduk Buta Huruf
21001022321210,0.91,KEP. RIAU,15+,2021,Persentase Penduduk Buta Huruf
21001022331050,1.8,KEP. RIAU,15-44,2005,Persentase Penduduk Buta Huruf
21001022331060,1.94,KEP. RIAU,15-44,2006,Persentase Penduduk Buta Huruf
21001022331070,1.76,KEP. RIAU,15-44,2007,Persentase Penduduk Buta Huruf
21001022331080,1.57,KEP. RIAU,15-44,2008,Persentase Penduduk Buta Huruf
21001022331090,0.94,KEP. RIAU,15-44,2009,Persentase Penduduk Buta Huruf
21001022331100,0.65,KEP. RIAU,15-44,2010,Persentase Penduduk Buta Huruf
21001022331110,1.17,KEP. RIAU,15-44,2011,Persentase Penduduk Buta Huruf
21001022331120,0.77,KEP. RIAU,15-44,2012,Persentase Penduduk Buta Huruf
21001022331130,0.62,KEP. RIAU,15-44,2013,Persentase Penduduk Buta Huruf
21001022331140,0.38,KEP. RIAU,15-44,2014,Persentase Penduduk Buta Huruf
21001022331150,0.29,KEP. RIAU,15-44,2015,Persentase Penduduk Buta Huruf
21001022331160,0.28,KEP. RIAU,15-44,2016,Persentase Penduduk Buta Huruf
21001022331170,0.29,KEP. RIAU,15-44,2017,Persentase Penduduk Buta Huruf
21001022331180,0.15,KEP. RIAU,15-44,2018,Persentase Penduduk Buta Huruf
21001022331190,0.12,KEP. RIAU,15-44,2019,Persentase Penduduk Buta Huruf
21001022331200,0.14,KEP. RIAU,15-44,2020,Persentase Penduduk Buta Huruf
21001022331210,0.11,KEP. RIAU,15-44,2021,Persentase Penduduk Buta Huruf
21001022341050,13.08,KEP. RIAU,45+,2005,Persentase Penduduk Buta Huruf
21001022341060,15.34,KEP. RIAU,45+,2006,Persentase Penduduk Buta Huruf
21001022341070,15.12,KEP. RIAU,45+,2007,Persentase Penduduk Buta Huruf
21001022341080,12.6,KEP. RIAU,45+,2008,Persentase Penduduk Buta Huruf
21001022341090,12.53,KEP. RIAU,45+,2009,Persentase Penduduk Buta Huruf
21001022341100,11.12,KEP. RIAU,45+,2010,Persentase Penduduk Buta Huruf
21001022341110,8.51,KEP. RIAU,45+,2011,Persentase Penduduk Buta Huruf
21001022341120,8.4,KEP. RIAU,45+,2012,Persentase Penduduk Buta Huruf
21001022341130,7.56,KEP. RIAU,45+,2013,Persentase Penduduk Buta Huruf
21001022341140,4.62,KEP. RIAU,45+,2014,Persentase Penduduk Buta Huruf
21001022341150,4.42,KEP. RIAU,45+,2015,Persentase Penduduk Buta Huruf
21001022341160,4.1,KEP. RIAU,45+,2016,Persentase Penduduk Buta Huruf
21001022341170,3.88,KEP. RIAU,45+,2017,Persentase Penduduk Buta Huruf
21001022341180,3.88,KEP. RIAU,45+,2018,Persentase Penduduk Buta Huruf
21001022341190,3.36,KEP. RIAU,45+,2019,Persentase Penduduk Buta Huruf
21001022341200,3.25,KEP. RIAU,45+,2020,Persentase Penduduk Buta Huruf
21001022341210,2.87,KEP. RIAU,45+,2021,Persentase Penduduk Buta Huruf
31001022321030,1.59,DKI JAKARTA,15+,2003,Persentase Penduduk Buta Huruf
31001022321040,1.69,DKI JAKARTA,15+,2004,Persentase Penduduk Buta Huruf
31001022321050,1.68,DKI JAKARTA,15+,2005,Persentase Penduduk Buta Huruf
31001022321060,1.77,DKI JAKARTA,15+,2006,Persentase Penduduk Buta Huruf
31001022321070,1.24,DKI JAKARTA,15+,2007,Persentase Penduduk Buta Huruf
31001022321080,1.26,DKI JAKARTA,15+,2008,Persentase Penduduk Buta Huruf
31001022321090,1.06,DKI JAKARTA,15+,2009,Persentase Penduduk Buta Huruf
31001022321100,0.87,DKI JAKARTA,15+,2010,Persentase Penduduk Buta Huruf
31001022321110,1.19,DKI JAKARTA,15+,2011,Persentase Penduduk Buta Huruf
31001022321120,1.0,DKI JAKARTA,15+,2012,Persentase Penduduk Buta Huruf
31001022321130,0.86,DKI JAKARTA,15+,2013,Persentase Penduduk Buta Huruf
31001022321140,0.46,DKI JAKARTA,15+,2014,Persentase Penduduk Buta Huruf
31001022321150,0.41,DKI JAKARTA,15+,2015,Persentase Penduduk Buta Huruf
31001022321160,0.36,DKI JAKARTA,15+,2016,Persentase Penduduk Buta Huruf
31001022321170,0.33,DKI JAKARTA,15+,2017,Persentase Penduduk Buta Huruf
31001022321180,0.28,DKI JAKARTA,15+,2018,Persentase Penduduk Buta Huruf
31001022321190,0.26,DKI JAKARTA,15+,2019,Persentase Penduduk Buta Huruf
31001022321200,0.31,DKI JAKARTA,15+,2020,Persentase Penduduk Buta Huruf
31001022321210,0.27,DKI JAKARTA,15+,2021,Persentase Penduduk Buta Huruf
31001022331030,0.49,DKI JAKARTA,15-44,2003,Persentase Penduduk Buta Huruf
31001022331040,0.47,DKI JAKARTA,15-44,2004,Persentase Penduduk Buta Huruf
31001022331050,0.65,DKI JAKARTA,15-44,2005,Persentase Penduduk Buta Huruf
31001022331060,0.62,DKI JAKARTA,15-44,2006,Persentase Penduduk Buta Huruf
31001022331070,0.38,DKI JAKARTA,15-44,2007,Persentase Penduduk Buta Huruf
31001022331080,0.3,DKI JAKARTA,15-44,2008,Persentase Penduduk Buta Huruf
31001022331090,0.28,DKI JAKARTA,15-44,2009,Persentase Penduduk Buta Huruf
31001022331100,0.19,DKI JAKARTA,15-44,2010,Persentase Penduduk Buta Huruf
31001022331110,0.42,DKI JAKARTA,15-44,2011,Persentase Penduduk Buta Huruf
31001022331120,0.2,DKI JAKARTA,15-44,2012,Persentase Penduduk Buta Huruf
31001022331130,0.14,DKI JAKARTA,15-44,2013,Persentase Penduduk Buta Huruf
31001022331140,0.08,DKI JAKARTA,15-44,2014,Persentase Penduduk Buta Huruf
31001022331150,0.06,DKI JAKARTA,15-44,2015,Persentase Penduduk Buta Huruf
31001022331160,0.08,DKI JAKARTA,15-44,2016,Persentase Penduduk Buta Huruf
31001022331170,0.06,DKI JAKARTA,15-44,2017,Persentase Penduduk Buta Huruf
31001022331180,0.07,DKI JAKARTA,15-44,2018,Persentase Penduduk Buta Huruf
31001022331190,0.05,DKI JAKARTA,15-44,2019,Persentase Penduduk Buta Huruf
31001022331200,0.1,DKI JAKARTA,15-44,2020,Persentase Penduduk Buta Huruf
31001022331210,0.09,DKI JAKARTA,15-44,2021,Persentase Penduduk Buta Huruf
31001022341030,5.2,DKI JAKARTA,45+,2003,Persentase Penduduk Buta Huruf
31001022341040,5.4,DKI JAKARTA,45+,2004,Persentase Penduduk Buta Huruf
31001022341050,5.0,DKI JAKARTA,45+,2005,Persentase Penduduk Buta Huruf
31001022341060,5.22,DKI JAKARTA,45+,2006,Persentase Penduduk Buta Huruf
