id,values,area,jenjang,tahun,data_title
1600145511701210,101.86,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511701220,104.24,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711150,109.94,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711160,112.97,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711170,108.92,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711180,110.84,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711190,103.76,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711200,102.06,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711210,110.89,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511711220,104.95,SUMATERA SELATAN,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511721210,107.35,SUMATERA SELATAN,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511721220,131.61,SUMATERA SELATAN,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691150,102.15,BENGKULU,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691160,100.04,BENGKULU,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691170,99.93,BENGKULU,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691180,100.26,BENGKULU,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691190,99.9,BENGKULU,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691200,99.92,BENGKULU,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691210,100.58,BENGKULU,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511691220,99.67,BENGKULU,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701150,106.15,BENGKULU,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701160,102.64,BENGKULU,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701170,102.74,BENGKULU,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701180,106.06,BENGKULU,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701190,99.44,BENGKULU,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701200,93.34,BENGKULU,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701210,98.59,BENGKULU,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511701220,105.98,BENGKULU,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711150,109.68,BENGKULU,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711160,107.53,BENGKULU,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711170,113.02,BENGKULU,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711180,108.71,BENGKULU,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711190,103.97,BENGKULU,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711200,106.42,BENGKULU,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711210,110.91,BENGKULU,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511711220,117.23,BENGKULU,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511721210,113.33,BENGKULU,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1700145511721220,118.96,BENGKULU,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691150,101.26,LAMPUNG,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691160,99.09,LAMPUNG,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691170,99.8,LAMPUNG,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691180,99.22,LAMPUNG,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691190,100.41,LAMPUNG,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691200,100.15,LAMPUNG,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691210,100.36,LAMPUNG,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511691220,99.95,LAMPUNG,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701150,98.12,LAMPUNG,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701160,112.26,LAMPUNG,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701170,97.09,LAMPUNG,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701180,103.12,LAMPUNG,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701190,107.13,LAMPUNG,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701200,96.78,LAMPUNG,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701210,101.49,LAMPUNG,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511701220,102.08,LAMPUNG,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711150,107.21,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711160,110.91,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711170,111.7,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711180,108.9,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711190,109.54,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711200,110.26,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711210,103.8,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511711220,107.62,LAMPUNG,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511721210,115.02,LAMPUNG,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1800145511721220,150.78,LAMPUNG,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691150,100.53,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691160,100.9,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691170,100.92,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691180,98.77,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691190,98.48,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691200,100.11,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691210,100.19,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511691220,100.14,KEP. BANGKA BELITUNG,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701150,104.28,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701160,107.59,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701170,99.56,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701180,109.57,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701190,101.05,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701200,101.05,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701210,105.37,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511701220,112.62,KEP. BANGKA BELITUNG,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711150,104.02,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711160,108.12,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711170,105.74,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711180,113.64,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711190,107.81,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711200,92.59,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711210,101.69,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511711220,109.85,KEP. BANGKA BELITUNG,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511721210,149.01,KEP. BANGKA BELITUNG,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1900145511721220,153.51,KEP. BANGKA BELITUNG,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691150,99.13,KEP. RIAU,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691160,99.81,KEP. RIAU,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691170,101.01,KEP. RIAU,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691180,99.12,KEP. RIAU,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691190,99.97,KEP. RIAU,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691200,100.71,KEP. RIAU,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691210,100.82,KEP. RIAU,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511691220,100.16,KEP. RIAU,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701150,100.49,KEP. RIAU,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701160,106.05,KEP. RIAU,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701170,95.2,KEP. RIAU,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701180,97.59,KEP. RIAU,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701190,96.92,KEP. RIAU,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701200,102.95,KEP. RIAU,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701210,102.16,KEP. RIAU,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511701220,94.59,KEP. RIAU,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711150,121.53,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711160,101.41,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711170,104.78,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711180,103.0,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711190,112.8,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711200,102.91,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711210,105.03,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511711220,102.05,KEP. RIAU,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511721210,124.4,KEP. RIAU,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
2100145511721220,107.6,KEP. RIAU,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691150,99.61,DKI JAKARTA,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691160,100.7,DKI JAKARTA,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691170,99.87,DKI JAKARTA,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691180,99.09,DKI JAKARTA,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691190,99.66,DKI JAKARTA,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691200,100.37,DKI JAKARTA,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691210,100.77,DKI JAKARTA,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511691220,99.26,DKI JAKARTA,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701150,104.42,DKI JAKARTA,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701160,99.82,DKI JAKARTA,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701170,98.16,DKI JAKARTA,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701180,94.93,DKI JAKARTA,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701190,100.98,DKI JAKARTA,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701200,104.68,DKI JAKARTA,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701210,94.14,DKI JAKARTA,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511701220,103.32,DKI JAKARTA,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711150,90.69,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711160,92.39,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711170,86.06,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711180,103.12,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711190,100.19,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711200,92.52,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711210,97.66,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511711220,101.01,DKI JAKARTA,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511721210,103.48,DKI JAKARTA,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3100145511721220,145.56,DKI JAKARTA,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691150,101.37,JAWA BARAT,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691160,99.21,JAWA BARAT,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691170,99.47,JAWA BARAT,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691180,99.29,JAWA BARAT,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691190,100.47,JAWA BARAT,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691200,99.44,JAWA BARAT,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691210,99.89,JAWA BARAT,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511691220,100.52,JAWA BARAT,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701150,103.83,JAWA BARAT,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701160,104.2,JAWA BARAT,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701170,105.28,JAWA BARAT,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701180,102.15,JAWA BARAT,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701190,99.84,JAWA BARAT,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701200,98.3,JAWA BARAT,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701210,97.78,JAWA BARAT,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511701220,100.91,JAWA BARAT,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711150,96.79,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711160,108.96,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711170,96.39,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711180,97.4,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711190,102.15,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711200,98.59,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711210,99.88,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
3200145511711220,109.5,JAWA BARAT,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
