id,values,area,tahun,data_title
7100142901220,9.87,SULAWESI UTARA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901150,8.35,SULAWESI TENGAH,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901160,8.56,SULAWESI TENGAH,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901170,8.64,SULAWESI TENGAH,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901180,8.74,SULAWESI TENGAH,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901190,8.98,SULAWESI TENGAH,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901200,9.09,SULAWESI TENGAH,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901210,9.18,SULAWESI TENGAH,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7200142901220,9.17,SULAWESI TENGAH,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901150,8.2,SULAWESI SELATAN,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901160,8.31,SULAWESI SELATAN,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901170,8.42,SULAWESI SELATAN,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901180,8.45,SULAWESI SELATAN,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901190,8.73,SULAWESI SELATAN,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901200,8.86,SULAWESI SELATAN,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901210,8.95,SULAWESI SELATAN,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7300142901220,9.09,SULAWESI SELATAN,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901150,8.74,SULAWESI TENGGARA,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901160,8.86,SULAWESI TENGGARA,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901170,8.93,SULAWESI TENGGARA,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901180,9.03,SULAWESI TENGGARA,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901190,9.25,SULAWESI TENGGARA,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901200,9.41,SULAWESI TENGGARA,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901210,9.52,SULAWESI TENGGARA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7400142901220,9.59,SULAWESI TENGGARA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901150,7.58,GORONTALO,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901160,7.71,GORONTALO,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901170,7.77,GORONTALO,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901180,7.83,GORONTALO,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901190,8.11,GORONTALO,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901200,8.26,GORONTALO,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901210,8.32,GORONTALO,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7500142901220,8.39,GORONTALO,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901150,7.49,SULAWESI BARAT,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901160,7.76,SULAWESI BARAT,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901170,7.84,SULAWESI BARAT,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901180,7.94,SULAWESI BARAT,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901190,8.22,SULAWESI BARAT,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901200,8.33,SULAWESI BARAT,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901210,8.39,SULAWESI BARAT,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7600142901220,8.47,SULAWESI BARAT,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901150,9.54,MALUKU,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901160,9.69,MALUKU,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901170,9.74,MALUKU,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901180,9.78,MALUKU,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901190,10.03,MALUKU,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901200,10.2,MALUKU,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901210,10.25,MALUKU,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8100142901220,10.37,MALUKU,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901150,8.81,MALUKU UTARA,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901160,8.96,MALUKU UTARA,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901170,9.0,MALUKU UTARA,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901180,9.07,MALUKU UTARA,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901190,9.32,MALUKU UTARA,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901200,9.42,MALUKU UTARA,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901210,9.51,MALUKU UTARA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
8200142901220,9.6,MALUKU UTARA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901150,9.47,PAPUA BARAT,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901160,9.57,PAPUA BARAT,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901170,9.67,PAPUA BARAT,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901180,9.73,PAPUA BARAT,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901190,9.92,PAPUA BARAT,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901200,10.0,PAPUA BARAT,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901210,10.03,PAPUA BARAT,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9100142901220,10.14,PAPUA BARAT,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901150,6.27,PAPUA,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901160,6.48,PAPUA,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901170,6.58,PAPUA,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901180,6.66,PAPUA,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901190,6.85,PAPUA,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901200,6.96,PAPUA,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901210,7.05,PAPUA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
9400142901220,7.31,PAPUA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
